headline,clickbait,clickbaitNoise
Honey Boo Boo Just Dropped The Most Cringeworthy Music Video Ever,1,0.95
Yanks Reaping Benefits of Gardner-Cabrera Competition in Center,0,0.05
At Least 3 Hostages Reported Slain in Yemen,0,0.05
Black People Learn About Kwanzaa,1,0.95
Iraq Warily Moving Ahead on Oil Contracts,0,0.05
Explosion kills Briton in Qatar; dozens injured,0,0.05
Jetstar to offer iPads as an in-flight entertainment option,0,0.05
"For Obama, Talk About Economy Goes Into Late Night",0,0.05
UK electoral commission asked to investigate News International payoffs,0,0.05
Slovenian cyclist Jure Robič dies in traffic accident aged 45,0,0.05
US temperatures edge upward following brutal winter storm,0,0.05
"EU, Microsoft agree on browser ballot",0,0.05
Obama Pushes Financial Regulatory Overhaul,0,0.05
The 27 Most Important Things Cats Did On The Internet In 2015,1,0.95
Can You Guess Which Celeb This Person Thinks They Look Like,1,0.95
29 Unbelievably Cringeworthy Teenage Fashion Fails,1,0.95
Study suggests 'sleeping sickness' parasite mutated to evade immune system defences,0,0.05
Can You Help Me Find A Halloween Costume For My Son,1,0.95
"21 Times Women Destroyed Men In The ""Waste His Time 2016"" Hashtag",1,0.95
Which One Direction Music Video Is Your Favorite,1,0.95
17 Photos About Thanksgiving That'll Make You Laugh Out Loud,1,0.95
Eurostar train service moves to new London terminal,0,0.05
Australian Jesse Williams drafted in fifth round by the NFL's Seattle Seahawks,0,0.05
Easy To Make Beer Can Chicken,1,0.95
31 Halloween Costumes That Will Scare The Shit Out Of Your Friends,1,0.95
British Government warns against tax breaks for Scientology,0,0.05
Work From Stimulus Package to Add Some Speed to Trains,0,0.05
13 missing from ship off coast of Madagascar; two rescued,0,0.05
Israeli air strikes hit government compounds in Gaza,0,0.05
"In Arizona, UConn Is in the Right State of Mind",0,0.05
Home Refinancing Hobbled by Variety of Obstacles,0,0.05
Space Shuttle Endeavour completes STS-123 mission,0,0.05
Army Mutiny in Madagascar Amid Crisis,0,0.05
News Outlets Seek a Boost as Inauguration Watch Parties Are Planned,0,0.05
Iraqi restaurant hit by suicide bomber,0,0.05
Joblessness Rises as Orders and Home Sales Fall,0,0.05
Moldova's Prime Minister Vasile Tarlev resigns,0,0.05
Thornton Helps L.S.U. Edge Butler,0,0.05
This Is How BuzzFeed LA Does Halloween,1,0.95
12 PS1 Games That Look 100% Better Now,1,0.95
Deal Is Reached to Keep Boston Sailing Show Afloat,0,0.05
Rights group in Afghanistan investigating claim of US use of phosphorus bombs,0,0.05
15 Creepy Eyeball Treats Guaranteed To Scare Your Guests,1,0.95
"'Invitational Games for the Deaf, Taipei 2008' Day 2 features martial art events",0,0.05
"The Official Trailer For ""Zoolander 2"" Has Dropped And It Features Benedict Cumberbatch Without Eyebrows",1,0.95
Cuomo Tries to Enforce Notification to Debtors,0,0.05
This Instagram Account Satirizing Fancy Dining Is Actually The Work Of A Canadian Chef,1,0.95
Are You Able To Identify The Real YA Cover From The Fake,1,0.95
"Ailing, Mickelson Outplays Watney in Final Round at Doral",0,0.05
42 Dogs Who Found Their Forever Homes In 2015,1,0.95
"British sailors detained, released after yacht accidentally crosses into Iranian waters",0,0.05
"At N.F.L. Meeting, Money Issues Hover",0,0.05
"Fans in Montreal for N.H.L. All-Star Game Cheer Their Own, and  Lecavalier",0,0.05
Authorities in Belgium raid Church of Scientology,0,0.05
Gaza cease fire rocked by latest killing of youths,0,0.05
The 18 Best Plays And Musicals Of 2015,1,0.95
This 8-Picture Test Will Reveal A Deep Truth About You,1,0.95
After the Bank Failure Comes the Debt Collector,0,0.05
Study links breast cancer to Western diet,0,0.05
This Color Test Will Determine Where You Like To Have Sex,1,0.95
Bodies found at crash site of US helicopter in Afghanistan,0,0.05
Sunday Times says Israel is planning nuclear strike against Iran,0,0.05
Chevron pipeline in Nigeria attacked by gunmen,0,0.05
15 Confessions About What It's Like To Have A Work Wife Or Husband,1,0.95
Afghan Blast Kills 4 U.S. Soldiers,0,0.05
"Black Mirror Creator On David Cameron's PigGate: ""I Didn't Try To Predict This""",1,0.95
"Policeman from Sussex, UK pleads guilty to fraud over lost and found money",0,0.05
7 Signs She Thinks Your Name Is Bruce,1,0.95
E.P.A. Plans Closer Review of Mountaintop Mining Permits,0,0.05
Sam Smith Has Recorded The New James Bond Song,1,0.95
Winners of international postcard-sized art exhibit announced,0,0.05
17 Amazing Emma Watson Gifts You Need Right Now,1,0.95
"How Well Do You Actually Know The ""X-Files"" Mythology",1,0.95
U.S. Drone Strike Said to Kill 60 in Pakistan,0,0.05
Should You Stay Home From School,1,0.95
21 Hilarious Tweets About Ghosts That Will Make You Laugh Out Loud Every Time,1,0.95
How Well Do You Remember The 2015 Oscars,1,0.95
62 Thoughts We've All Had While Shopping At Target During The Holidays,1,0.95
21 Martinis For People Who Are Definitely Not James Bond,1,0.95
Banned film 'The Profit' appears on Web,0,0.05
Stone Age Flutes Found in Germany Offer Clues to Early Music,0,0.05
23 Signs That Cannot Be Trusted,1,0.95
Truth comes out about Suprnova closure,0,0.05
Opposition Leader predicts 'people's revolt' in Australia over carbon tax,0,0.05
10 Life-Changing Things To Try In February,1,0.95
"We Played ""Never Have I Ever"" With Tamar And Adrienne From ""The Real""",1,0.95
These Photos Make The 2016 BAFTAs Look Like The Golden Age Of Hollywood,1,0.95
16 Boozy Ways To Ring In The New Year,1,0.95
UK National Audit Office: Online learning service Learndirect 'too bureaucratic',0,0.05
"We Know Your Fave ""1989"" Song Based On The Calvin Harris You Choose",1,0.95
Twin bombings hit Baghdad's Green Zone,0,0.05
Little Girls Are Ruining Their Hair With This Hot New Toy,1,0.95
"For Everyone Who Knows Neville Longbottom Was The Best Damn Character In ""Harry Potter""",1,0.95
Media reports exaggerate cell phone risks again,0,0.05
Local Agencies Team Up to Sell Industry on Minneapolis,0,0.05
Financial crisis strikes charity in Poland,0,0.05
U.S. poll numbers sink on Iraq,0,0.05
Clinical signs a 'reliable measure' of HIV treatment progress,0,0.05
We Know If You Have An iPhone Or Android Based On Your Favorite Fast Food Restaurant,1,0.95
The Emoji Keyboard Has Arrived,1,0.95
British Army officer killed in Afghanistan,0,0.05
Sofia Vergara Officially Had The Best Wedding Reception Ever,1,0.95
Which Disney Villain Is Your Enemy Based On Your Zodiac Sign,1,0.95
Mansour announces election plans for Egypt after violence and protests,0,0.05
Does Ranch Really Go With Everything,1,0.95
"Japan blames design, maintenance for explosion on China Airlines jet",0,0.05
Dr Dino gets 10 years in prison after failure to pay taxes,0,0.05
Council of Europe planning to use satellite images in prisons probe,0,0.05
Viola Davis's Daughter Dressed Up As Her Mom For Halloween,1,0.95
Saudi Arabia's King Fahd admitted to hospital,0,0.05
An Indian Artist Built This Sand Sculpture Of The Drowned Syrian Boy On A Beach,1,0.95
Sarah Paulson And Holland Taylor Are Dating And It's Everything,1,0.95
We Tried To Stop Using Exclamation Points And It Was So Hard,1,0.95
Arsenal lets Vieira go,0,0.05
A Walk Through a Crop of Electronic Readers,0,0.05
How Lazy Are You And Your S.O,1,0.95
CanadaVOTES: CHP candidate Stefan Jetchick in Louis-Hébert,0,0.05
South Korea begins sending indictments via SMS,0,0.05
J.Lo Has A Sassy Hand Wave That Is The Most Relatable Thing Ever,1,0.95
"World record set for balloon blowing with nose, on US talk show",0,0.05
Gilead to Buy CV Therapeutics for $1.4 Billion,0,0.05
Tamil Rebels Offer Conditional Truce,0,0.05
Stock markets worldwide rise on hopes of US economic recovery,0,0.05
Former US President Jimmy Carter meets with Hamas Leader,0,0.05
US consumer confidence up,0,0.05
U.S. automaker Chrysler wants to eliminate 789 dealerships,0,0.05
"Argentina score in extra-time; beat Mexico, get to quarter-finals",0,0.05
Megan Fox Breaks Her Instagram Fast To Share An Adorable Picture Of Her Son,1,0.95
New Jersey jury clears man of five murders over 1978 teens' disappearance,0,0.05
Are You More Mario Or Link,1,0.95
Do You Have A Racial Bias,1,0.95
"American TV personality and ""Tonight Show"" sidekick Ed McMahon dies at 86",0,0.05
"Australian government to review censorship of ""hate material""",0,0.05
We Know Your Personality Based On Your Handwriting,1,0.95
21 Alarmingly WTF Celebrity Outfits From The '90s,1,0.95
What's The Best Thing You've Seen As A Veterinarian,1,0.95
Are You Jar Jar Binks Or J. J. Abrams,1,0.95
31 Charts That'll Help You Have The Best Hair Of Your Life,1,0.95
"Are Justin Trudeau And ""American Horror Story"" Star Finn Wittrock The  Same Person",1,0.95
A Girl Snapchatted Herself As Disney Princesses And It Is Awesome,1,0.95
EBay to make PayPal mandatory for UK sellers,0,0.05
How Posh Is Your Fridge,1,0.95
RU486 debate enters Australian Senate,0,0.05
Israeli troops remove protesters from Gaza synagogues,0,0.05
Point-and-Shoot Does Not Preclude Thinking,0,0.05
"19 Reasons Fleur Delacour Is The Most Underrated ""Harry Potter"" Character",1,0.95
Indonesian president sworn in for a second term,0,0.05
7 Inanimate Objects That Are Actively Plotting Against Us,1,0.95
U.S. House votes to renew expiring Patriot Act,0,0.05
Can You Match The Iconic Hat To Its TV Show Or Film,1,0.95
Senate Rejects Interest-Rate Cap on Credit Cards,0,0.05
"This Time, Treasuries Push Markets Higher",0,0.05
Bringing Up a 'Baby' Rolls-Royce,0,0.05
This Recipe For Mud Hen Bars Is All You Need To See Today,1,0.95
"A Ruling Against Intel, Unlikely to Drag It Down",0,0.05
15 TV Shows And Movies That Came Back From The Dead In 2015,1,0.95
23 Stunning Ways To Add Color To Your Walls,1,0.95
We Had Women Photoshopped Into Stereotypical Comic Book Poses And It Got Weird,1,0.95
Greek parliament passes austerity bill,0,0.05
Strangers Kiss Blindfolded And Guess What The Other Looks Like,1,0.95
Rescue Workers Pulled Out All the Stops To Make This Grandmother's Birthday Wish Come True,1,0.95
Zimbabwe's MDC pulls out of unity government,0,0.05
Are You Super Dramatic Or Super Chill,1,0.95
Venture Capital  Shifts to Efficiency From Alternative Fuel,0,0.05
"UN reports 222,570 dead in Haiti earthquake",0,0.05
A Man With Crohn's Disease Shared A Photo To Prove That Looks Can Be Deceiving And It Went Viral,1,0.95
What Retro Job Would You Have Had In The '50s,1,0.95
"The Cast Of ""Gilmore Girls"" In Their First Episode, Last Episode, And Now",1,0.95
"This Color Test Will Determine If You're Sexy, Hot, Or Cute",1,0.95
Here's How These Rappers Got Their Names,1,0.95
Thirtieth anniversary of Australia's constitutional crisis,0,0.05
Celtics Rebuff a Challenger to Their Throne,0,0.05
7 Very Easy Ways To Eat Healthier This Week,1,0.95
Can We Guess Your Favorite Beatle,1,0.95
Try Not To Die Watching Channing Tatum Whisper Sweet Nothings To A Stranger,1,0.95
"Do You Really Know The Words To ""Sorry"" By Justin Bieber",1,0.95
Recall in Kansas City Fails,0,0.05
Which Quidditch Team Should You Support,1,0.95
Kelly Ripa As Katy Perry Might Be Better Than Katy Perry As Katy Perry,1,0.95
18 Filipino Words You Can't Translate To English,1,0.95
Which Off-Brand Halloween Costume Should You Wear,1,0.95
California jury orders Skilled Healthcare to pay $671 million in damages,0,0.05
22 Drool-Worthy Instagrams To Follow This Year,1,0.95
English Football: Manchester United clinch Premier League title,0,0.05
Questions raised over Mosquito device ahead of New South Wales trial,0,0.05
"People On Twitter Are Really Confused About ""The Ghost Of Ladbrokes""",1,0.95
Are You More Cookie Monster Or Cookie Lyon,1,0.95
Everyone Is Talking About This Genius Couch From The Netherlands,1,0.95
President Bush: U.S. respects Pakistan's sovereignty,0,0.05
Rem Koolhaas wins Golden Lion for Lifetime Achievement,0,0.05
Sharapova knocked out of Wimbledon 2005 in semi-final,0,0.05
"Feeling Secure, Some Banks Want to Be Left Alone",0,0.05
"Amid Floods, Brazilian Town Wades On",0,0.05
"Two suspected terrorists arrested in Mumbai, India",0,0.05
English Wikinews publishes 10000th article,0,0.05
Fats Domino missing in the wake of Hurricane Katrina,0,0.05
Behind One Of The Most Shocking Movie Endings Of The Year,1,0.95
"19 Of Jess Mariano's Best Lines On ""Gilmore Girls""",1,0.95
Are You A Little Bit Bitchy,1,0.95
Which Hollywood Couple Should Adopt You Based On Your First Initial,1,0.95
Moldovan premier invites Romanian counterpart to pipeline start,0,0.05
Americans Guess German Curse Words,1,0.95
Peace activists propose 'Fast for Freedom',0,0.05
17 Words That Take On New Meaning When You Have Periods,1,0.95
Arnold Schwarzenegger to visit Canada,0,0.05
"Sofia Vergara Shared Her Thoughts On Objectification, Diversity, And Boobs",1,0.95
29 Faces All Highly Sensitive People Will Immediately Recognize,1,0.95
"Which Character From ""Do The Right Thing"" Are You",1,0.95
British PM condemns walkouts,0,0.05
A Rescued Piglet And Kitten Are Best Friends And It's Totally Adorable,1,0.95
The 24 Best Fiction Books Of 2015,1,0.95
"On Some Subjects, Athletes Prefer a Silent Approach",0,0.05
Wikinews discusses the H1N1 pandemic with the CDC,0,0.05
"Pitino Returns Home to the Garden, Surrounded by Family",0,0.05
A Quick Shout-Out To Lupita Nyong'o's Umbrella Man,1,0.95
Australian women's water polo team takes test series against Great Britain,0,0.05
If You Don't Get 100 On This Quiz You Are A Fucking Moron,1,0.95
Which Celeb Does This Person Think They Look Like,1,0.95
Is That Plate Speaking for the Driver or the State?,0,0.05
"DHS relies on Wikipedia for asylum information, appeals court rules against use",0,0.05
21 Heartbreaking Confessions About Working Retail On The Holidays,1,0.95
"Hey Indians, With Just One Question We Can Tell You If You're A Monster",1,0.95
"14 ""Hunger Games"" Questions That Are Impossible To Answer",1,0.95
Blackwater Changes Its Name to Xe,0,0.05
23 Things You Probably Shouldn't Say To Someone With Depression,1,0.95
Are You Dead,1,0.95
"Which Major ""Doctor Who"" Character Are You Based On Your Zodiac Sign",1,0.95
Candace Parker Is Putting Family First,0,0.05
Amy Poehler's Biggest Fear Is Making J-Lo Mad,1,0.95
21 Of The World's Most Powerful People As Youngsters,1,0.95
31 Of The Most Ridiculous Things People Bought Drunk Grocery Shopping,1,0.95
Somali Group Said to Hold 2 Frenchmen,0,0.05
Stop What You're Doing And Listen To Michelle Obama's Girl Power Playlist,1,0.95
Wikipedia founder embroiled in affair and financial allegations,0,0.05
Mugabe declares Zimbabwe cholera crisis under control,0,0.05
17 People Who Figured Out How To Organize Their Shit Better Than You,1,0.95
Afghanistan women protest Shia Family Law,0,0.05
Colin McRae feared dead in helicopter crash,0,0.05
US government to replace color-coded terror alert system,0,0.05
In One Ear and Out the Other,0,0.05
Samantha Bee Created A Rape Threatline For Trolls And It's Genius,1,0.95
UK energy companies announce that prices for bills could increase,0,0.05
Second stone circle found one mile from Stonehenge,0,0.05
Purdue Finally Advances Past North Carolina,0,0.05
"For Now, Albert Pujols Is at Home in St. Louis",0,0.05
28 Things That Will Make You Feel Old AF,1,0.95
These Outdoorsy Explorers Will Actually Make You Want To Brave The Elements,1,0.95
Ariane rocket launches Skynet and Turksat spacecraft,0,0.05
Gates Reassures Allies Over North Korea,0,0.05
Can You Identify The Architectural Landmark By One Small Detail,1,0.95
Just How Accidental Was This Instagram That Ariana Grande Uploaded,1,0.95
17 Heartbreaking Confessions From People Who Couldn't Love Someone Back,1,0.95
31 Hilarious Tumblr Posts That Only Feminists Will Get,1,0.95
UK mobile provider begins TV-on-phone trial,0,0.05
"This Hilarious Woman Is Inserting Herself Into ""The Bachelor"" And It Is Glorious",1,0.95
"In New York, Sotomayor Put Focus on the Poor",0,0.05
This Sephora Minnie Mouse Collection Is Every Disney Lover's Dream Come True,1,0.95
International Talk Like A Pirate Day held on Saturday,0,0.05
Executives from IT industry focus on 10-year anniversary of Microsoft Research Asia,0,0.05
Here's How Much It Actually Costs To Be A Bridesmaid,1,0.95
